CellID,MatchKey,Condition,Chip,spot_class,first_type,second_type,doublet_pair,first_class,second_class,min_score,singlet_score,both_types_supported,contact_evidence,duct2_fib_status,nCount_Spatial.Polygons,nFeature_Spatial.Polygons,x,y,cell_id,geometry_valid_before_repair_cell,area_um2_cell,perimeter_um_cell,equivalent_diameter_um_cell,major_axis_um_cell,minor_axis_um_cell,aspect_ratio_cell,eccentricity_cell,orientation_deg_cell,circularity_cell,solidity_cell,convexity_cell,extent_rotated_cell,boundary_complexity_cell,centroid_x_px_cell,centroid_y_px_cell,centroid_x_um_cell,centroid_y_um_cell,geometry_valid_before_repair_nuc,area_um2_nuc,perimeter_um_nuc,equivalent_diameter_um_nuc,major_axis_um_nuc,minor_axis_um_nuc,aspect_ratio_nuc,eccentricity_nuc,orientation_deg_nuc,circularity_nuc,solidity_nuc,convexity_nuc,extent_rotated_nuc,boundary_complexity_nuc,centroid_x_px_nuc,centroid_y_px_nuc,centroid_x_um_nuc,centroid_y_um_nuc,cytoplasm_area_um2,nucleus_fraction,nc_ratio,nucleus_centroid_displacement_um,nucleus_centroid_displacement_norm,cell_nucleus_orientation_difference_deg,cytoplasm_thickness_proxy_um,morph_qc_positive_geometry,morph_qc_nucleus_nested,morph_qc_shape_range,morph_qc_size_range,morph_qc_pass,is_singlet,is_doublet,sample,nearest_first_type_distance,nearest_second_type_distance,first_type_supported,second_type_supported,support_radius,Duct2_program,Fibroblast_program,program_overlap,stg_pair_display,display_class,stg_evidence_spatial_support,stg_evidence_cell_area,stg_evidence_nucleus_area,stg_evidence_transcript_count,stg_evidence_transcript_features,stg_evidence_marker_overlap,stg_composite_score,stg_refinement_class
PC1_cellid_000152206-1,PC1_A2,PASC,PC1,doublet_certain,Fibroblast,Duct2,Duct2__Fibroblast,FALSE,FALSE,242.808095823689,264.999882095292,TRUE,spatially_supported_contact,Supported Duct2-Fibroblast doublet,229,212,11087.8708103312,18828.1221176338,152206,TRUE,80.0365349943545,48.0280649377002,10.0948343908353,14.4132805357347,8.87498894023128,1.6240336329833,0.787940961721089,123.56969840868,0.436021559843697,0.784358911312224,0.804437396575615,0.625687701141231,1.51441888863532,11086.0335242839,18829.2,3033.78147270997,5152.76072193189,TRUE,27.9903955307038,23.973063275781,5.96979718771672,6.02047542635133,5.99310962896243,1.00456620958635,0.0952378492653604,89.9999999883605,0.612028767720367,0.875203428109234,0.903168997159999,0.775757575530775,1.27824493844161,11089.65,18818.25,3034.77115012704,5149.76416711782,52.0461394636507,0.34972023125665,0.537799648807276,3.15575698424433,0.625222139524564,33.56969842032,2.06251860155931,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,PC1_A2,28.8697105181395,12.3322116826671,TRUE,TRUE,30,-0.367460388812933,-0.730609930882624,0,Supported Duct2-Fibroblast,Supported Duct2-Fibroblast,1,0.45773038900812,0.555705683548544,0.363224591755135,0.397532983249954,0,0.466178774104998,moderate_evidence_composite
PC1_cellid_000152389-1,PC1_A2,PASC,PC1,doublet_certain,Fibroblast,Duct2,Duct2__Fibroblast,FALSE,FALSE,467.7798252408,500.765143853863,FALSE,unsupported_mixture,Unsupported doublet,647,553,11145.4121613099,18909.2313646771,152389,TRUE,163.872173063589,63.982287619633,14.4446713713482,16.0090744923985,16.0000776111829,1.00056230217729,0.0335209912697176,89.738377252493,0.503031925918257,0.862962619712267,0.822190048024149,0.639759727561862,1.40994517368484,11137.5128424658,18916.75,3047.86919862074,5176.71947754579,TRUE,68.0359973985172,40.0370353349308,9.30731552883487,10.0159027638785,9.99774201168652,1.00181648510526,0.0601921574798161,179.739566423999,0.533365348567817,0.829111700251148,0.835181816237658,0.679433146672889,1.36926529639584,11144.8081050228,18913,3049.86560539109,5175.69326014371,95.8361756650717,0.415177245303049,0.709919786753493,2.24471872381292,0.310802324676964,89.9988108284941,2.56867792125665,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,PC1_A2,8.05779912185972,31.309401024534,TRUE,FALSE,30,0.0225769333173205,0.287519480314375,0.162067246332641,Unsupported Duct2-Fibroblast,Unsupported Duct2-Fibroblast,0,0.831399818385609,0.924183101722196,0.718622405616137,0.722575614346198,0.244259376129361,0.429761085529035,low_evidence_mixture
PC1_cellid_000152890-1,PC1_A2,PASC,PC1,doublet_certain,Duct2,Fibroblast,Duct2__Fibroblast,FALSE,FALSE,721.611641178005,756.945263269778,TRUE,spatially_supported_contact,Supported Duct2-Fibroblast doublet,1393,1076,11578.7507326774,18954.7666897331,152890,TRUE,195.881469964591,67.9502962569588,15.7925309447147,17.7307236905563,16.0872896328271,1.10215729885036,0.420459069551815,146.12918928924,0.533114517745054,0.867555017493293,0.821605077844981,0.686726824144625,1.36958737893666,11579.8147945205,18962.6,3168.90865466676,5189.26669564855,TRUE,55.8729513526071,31.9912981549506,8.43443247309523,9.98866599536115,6.00411576174345,1.66363647657387,0.799179191141489,89.6860536652059,0.686037332678229,0.965062282516039,0.962559172533199,0.93163343040363,1.20733036908102,11572.5400342466,18962.65,3166.91785850966,5189.28037854725,140.008518611984,0.285238574939501,0.399068227437369,1.99084317836075,0.252124650926302,56.4431356240339,3.67904923580972,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,PC1_A2,9.99460124623963,16.6336291740151,TRUE,TRUE,30,1.36518746265426,0.0817339460593223,0.408147396958694,Supported Duct2-Fibroblast,Supported Duct2-Fibroblast,1,0.906319334994136,0.859246468110427,0.885569191979495,0.871261458948256,0.615138658833835,0.843073405019303,high_confidence_composite
PC1_cellid_000152982-1,PC1_A2,PASC,PC1,doublet_certain,Duct2,Fibroblast,Duct2__Fibroblast,FALSE,FALSE,303.683642135159,324.873730253173,TRUE,spatially_supported_contact,Supported Duct2-Fibroblast doublet,554,477,11896.1624508218,18082.4565401817,152982,TRUE,103.899440559099,51.9961083822432,11.5016901538733,12.532077203789,12.5320772028772,0.999999999854394,1.20631411468271e-05,63.4349488179207,0.482926894797152,0.787606726004877,0.812762552267568,0.661556720740021,1.43899506204293,11898.1498287671,18084.45,3256.02357515624,4948.95394587881,TRUE,36.0821181256695,28.0503613464684,6.77799230269612,8.01822533409511,6.01362229914614,1.33334368731219,0.661444431966765,89.8044520237284,0.576268615049004,0.857702338234285,0.902996465796776,0.748303229197761,1.31730856641189,11905.4249146758,18084.4,3258.01446042586,4948.94026298011,67.8173224334293,0.347279233921119,0.532048698262422,1.99093228878073,0.346198212381558,26.3695032058078,2.36184892558857,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,PC1_A2,8.48431088296051,8.54630429655354,TRUE,TRUE,30,-0.367460388812933,-0.515220321836844,0,Supported Duct2-Fibroblast,Supported Duct2-Fibroblast,1,0.582470481137877,0.664589748434285,0.671159367490522,0.678159208326811,0,0.568544524156314,moderate_evidence_composite
PC1_cellid_000153104-1,PC1_A2,PASC,PC1,doublet_certain,Duct2,Fibroblast,Duct2__Fibroblast,FALSE,FALSE,464.906229833589,521.14616823742,TRUE,spatially_supported_contact,Supported Duct2-Fibroblast doublet,782,664,11421.5817749854,18093.8454372875,153104,TRUE,131.890959420116,60.0143737610831,12.9587339322463,20.0264397403382,9.98319291869668,2.00601550004536,0.866889333960967,89.686053663081,0.460165795583099,0.83520537972858,0.87548420464967,0.659692908627544,1.47415392402289,11419.4548396638,18089.85,3125.02487432788,4950.4316989378,TRUE,47.9452349814576,31.9636418334491,7.81317919671701,10.0159023862464,5.99317210901901,1.67121888033221,0.801223145513305,89.7383772648897,0.589715855077941,0.889003061828468,0.890767972251847,0.798727465185194,1.30220271847274,11415.7939212329,18089.95,3124.02303480752,4950.45906473519,83.945724438658,0.363521769715096,0.571145645550791,1.00221320657489,0.1546776421629,0.0523236018086521,2.57277736776465,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,PC1_A2,9.21757981020127,17.1201354764302,TRUE,TRUE,30,0.316283230166488,0.0765372469597469,0.284107287272635,Supported Duct2-Fibroblast,Supported Duct2-Fibroblast,1,0.715500894414415,0.79548428528977,0.770566195628679,0.771992262939771,0.428191817368113,0.734958017381863,high_confidence_composite
PC1_cellid_000153170-1,PC1_A2,PASC,PC1,doublet_certain,Duct2,Fibroblast,Duct2__Fibroblast,FALSE,FALSE,571.621016560447,626.017871096514,TRUE,spatially_supported_contact,Supported Duct2-Fibroblast doublet,910,762,11409.6060530271,18027.1111833971,153170,TRUE,176.063302367008,63.9549280764409,14.9723331164631,16.0181963303219,16.0090744932267,1.00056979148675,0.0337432966292929,179.7383772519,0.54091705867362,0.862942299218657,0.811174537260232,0.686576612667023,1.3596735868902,11411.9618150685,18031.35,3122.97434839885,4934.42270746536,TRUE,27.9907699741421,24.0001476502115,5.96983711826909,6.02053762020877,6.00225248158352,1.00304637899463,0.0778783042852047,89.7395664321857,0.610656356619178,0.87521513620315,0.902481645967331,0.774578273192907,1.27968051916878,11400.9998863636,18031.45,3119.97452919957,4934.45007326274,148.072532392866,0.15898128455074,0.189034181558985,2.99994401867993,0.400731668382928,89.9988108197144,4.50124799909703,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,PC1_A2,8.52391937025699,21.2040855920219,TRUE,TRUE,30,0.706123662380604,-0.19792181658393,0.301013527560965,Supported Duct2-Fibroblast,Supported Duct2-Fibroblast,1,0.864391179231469,0.555710939828661,0.806999927876148,0.80487713801743,0.453672028817161,0.754862369689827,high_confidence_composite
PC1_cellid_000153239-1,PC1_A2,PASC,PC1,doublet_certain,Fibroblast,Duct2,Duct2__Fibroblast,FALSE,FALSE,265.151977316893,293.532756603801,TRUE,spatially_supported_contact,Supported Duct2-Fibroblast doublet,375,337,11971.842510509,18108.9435334056,153239,TRUE,111.880702341219,55.9639675334595,11.9352810823031,16.0144795031436,11.9972704990909,1.33484357968791,0.662398753669463,89.8430256602044,0.44889839861072,0.823043635147013,0.831960645394181,0.582317584924233,1.49253997525297,11974.9501369863,18102.45,3277.04059189748,4953.87978940879,TRUE,15.9632724511092,19.9771258120343,4.5083333670142,7.9977011066338,1.99769149630562,4.00347156228493,0.968301784271935,89.8037823589799,0.502650108399556,0.999999999953087,0.999999999863014,0.999144577072263,1.41048057482706,11964,18113.4,3274.04399959601,4956.87634422287,95.9174298901094,0.142681196270979,0.166427232962077,4.23779496613053,0.710129058512541,0.039243301224559,3.71347385764447,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,PC1_A2,7.81885191761959,18.6008494887676,TRUE,TRUE,30,-0.367460388812933,0.0406254284078689,0,Supported Duct2-Fibroblast,Supported Duct2-Fibroblast,1,0.622684818586727,0.386970658880595,0.537410242077985,0.561564642742019,0,0.522019337712937,moderate_evidence_composite
PC1_cellid_000153307-1,PC1_A2,PASC,PC1,doublet_certain,Fibroblast,Duct2,Duct2__Fibroblast,FALSE,FALSE,440.595110126926,477.362561270957,TRUE,spatially_supported_contact,Supported Duct2-Fibroblast doublet,625,508,11045.5664933205,18849.6630285031,153307,TRUE,159.990692433369,60.0415260291852,14.2725777768323,18.0068818354217,12.0045463305646,1.5000051926552,0.745358056823171,179.738973199589,0.55770063420072,0.86942791156343,0.853616548526497,0.740134163869515,1.33905813029876,11049.6046622042,18851.35,3023.81242412219,5158.82224605351,TRUE,15.9632724511083,15.9818131098296,4.50833336701408,4.02286529217468,3.9953127021922,1.00689622797532,0.116837853828143,179.60756927092,0.785379741197403,0.9999999999531,0.999999999828769,0.993197596032344,1.12839240008952,11049.6,18854.95,3023.81114827282,5159.80741475951,144.027419982261,0.0997762570266939,0.110834953871743,0.985169532145547,0.138050679585604,0.131403928669045,4.88212220490909,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,PC1_A2,17.4814386842735,22.187861355703,TRUE,TRUE,30,-0.367460388812933,0.343150768945932,0,Supported Duct2-Fibroblast,Supported Duct2-Fibroblast,1,0.819632634356129,0.386970658880583,0.708405289046581,0.697534646534325,0,0.589207719916977,moderate_evidence_composite
PC1_cellid_000153322-1,PC1_A2,PASC,PC1,doublet_certain,Fibroblast,Duct2,Duct2__Fibroblast,FALSE,FALSE,390.758551800585,424.776595595268,TRUE,spatially_supported_contact,Supported Duct2-Fibroblast doublet,425,367,11234.5328391129,18963.8839839008,153322,TRUE,95.9178043335461,48.055618163265,11.0510787492281,12.01358505246,11.9862192558864,1.00228310472606,0.0674582809813361,90.0000000097241,0.521940210525217,0.82700875561215,0.827081184652461,0.666107592061274,1.38417060368003,11229.0501136364,18963.85,3072.91910278452,5189.60876811591,TRUE,40.0452274243799,27.9955385734796,7.14052989172607,8.01822533409511,6.01362230360492,1.33334368632358,0.66144443133624,179.804452023732,0.642070881742268,0.909373830806664,0.917085861406048,0.830493732907707,1.24798254865251,11232.6748287671,18956.55,3073.91103498313,5187.61106490653,55.8725769091662,0.417495247086256,0.716724189799148,2.23041422148504,0.403655474376974,89.8044520140079,1.95527442875101,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,PC1_A2,6.99225307882531,14.99507686795,TRUE,TRUE,30,0.627812045440637,-0.284532158020992,0.267833803602093,Supported Duct2-Fibroblast,Supported Duct2-Fibroblast,1,0.541126628608458,0.712824664257344,0.581906652743595,0.591377522668081,0.403665263985085,0.650420488549197,moderate_evidence_composite
PC1_cellid_000153405-1,PC1_A2,PASC,PC1,doublet_certain,Duct2,Fibroblast,Duct2__Fibroblast,FALSE,FALSE,645.010136523942,667.80172924944,TRUE,spatially_supported_contact,Supported Duct2-Fibroblast doublet,1083,872,11582.9931037577,18889.2765015555,153405,TRUE,127.981021088941,56.019002384405,12.7652065015034,16.0089908330212,12.0273607076032,1.33104770186683,0.659974642334315,89.6075692923582,0.512489172108461,0.852973766167229,0.827884548736268,0.664677961085374,1.39687534757569,11579.5996575342,18896.8,3168.84978071498,5171.26000096672,TRUE,52.0727249474096,32.0732446705645,8.14254583070671,8.04554443230754,7.99081283712157,1.00684931477514,0.116443828790921,89.9999999941899,0.636113150875642,0.896893985309681,0.91455633945561,0.809960628118695,1.25381312784765,11583.2,18882.2,3169.83504313946,5167.26459454796,75.908296141531,0.406878492609876,0.685995175592666,4.11509592794659,0.644736287033757,0.3924307018317,2.31133033539833,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,PC1_A2,9.85334357935804,25.2954172227299,TRUE,TRUE,30,1.17239445043344,-0.119435302709143,0.331081078636861,Supported Duct2-Fibroblast,Supported Duct2-Fibroblast,1,0.69845119982479,0.831034860881721,0.843203484886622,0.833482583995018,0.498988287553747,0.771817503233971,high_confidence_composite
