CellID,KRT19,COL1A1,Duct2_program,Fibroblast_program,program_overlap
PC1_cellid_000152576-1,0,6.48728470729111,-0.367460388812933,0.74399922240133,0
PC1_cellid_000152578-1,0,3.00903454157339,-0.0208692428618441,-0.543994665625269,0.14401460947578
PC1_cellid_000152594-1,0,2.50128907920595,1.01615718360343,-0.701429155792188,0.108123922820911
PC1_cellid_000152597-1,3.30746490399945,3.30746490399945,0.538733354646336,-0.64757494136134,0.128755038449706
PC1_cellid_000152644-1,0,5.68963142078704,-0.367460388812933,0.854758263299073,0
PC1_cellid_000152672-1,0,5.47686195831128,0.118189736121539,0.551336000722285,0.201796017876844
PC1_cellid_000152674-1,0,5.71712737745913,-0.367460388812933,0.1933573951178,0
PC1_cellid_000152690-1,0,5.69719315593521,-0.367460388812933,-0.0188246536418849,0
PC1_cellid_000152692-1,0,4.5668252796802,-0.367460388812933,0.212897891165738,0
PC1_cellid_000152699-1,0,0,0.599287086414509,-0.758379512057769,0.0863067002017795
PC1_cellid_000152708-1,0,3.39791647550574,-0.367460388812933,-0.59585339044675,0
PC1_cellid_000152719-1,0,0,-0.367460388812933,-0.983669293915148,0
PC1_cellid_000152736-1,0,3.27019443539099,-0.367460388812933,-0.576607393395503,0
PC1_cellid_000152740-1,3.34497198378333,2.68647856817735,0.548558721858764,-0.677052247682097,0.11746251990578
PC1_cellid_000152777-1,0,6.25290245671534,-0.367460388812933,1.21011441118375,0
PC1_cellid_000152829-1,0,6.29766045576692,-0.0158264577686593,1.33252192480065,0.146109973810239
PC1_cellid_000152890-1,0,3.60804228161876,1.36518746265426,0.0817339460593223,0.408147396958694
PC1_cellid_000152941-1,3.52539043561527,0,0.50721685964114,-0.983669293915148,0
PC1_cellid_000152982-1,0,4.29322501158113,-0.367460388812933,-0.515220321836844,0
PC1_cellid_000152996-1,3.63018266988631,0,0.594428082712758,-0.983669293915148,0
PC1_cellid_000153035-1,0,3.68474470421255,0.172757003644848,-0.605633775698925,0.144822361082344
PC1_cellid_000153040-1,0,6.0810948462227,-0.367460388812933,1.28118388221459,0
PC1_cellid_000153092-1,0,0,0.455123175795718,-0.774613694949051,0.0800875155398418
PC1_cellid_000153102-1,0,0,0.027937785392929,-0.582622889170458,0.153637646305741
PC1_cellid_000153104-1,2.6237786154663,3.67283064199459,0.316283230166488,0.0765372469597469,0.284107287272635
PC1_cellid_000153132-1,0,3.25569580704656,0.552422580287765,-0.612085524882062,0.142350747953975
PC1_cellid_000153150-1,0,5.79975336643285,-0.367460388812933,-0.0415831069558741,0
PC1_cellid_000153170-1,3.52539043561527,3.13453819291178,0.706123662380604,-0.19792181658393,0.301013527560965
PC1_cellid_000153180-1,0,6.12799592872625,-0.367460388812933,0.688517731659624,0
PC1_cellid_000153186-1,0,6.74766144161378,-0.367460388812933,1.07430808819115,0
PC1_cellid_000153218-1,0,5.28360177830041,-0.367460388812933,0.688739472284139,0
PC1_cellid_000153220-1,0,4.94430189948966,-0.367460388812933,0.566398369208345,0
PC1_cellid_000153227-1,0,5.81213849929383,-0.367460388812933,0.377426336676782,0
PC1_cellid_000153239-1,0,3.99513791213865,-0.367460388812933,0.0406254284078689,0
PC1_cellid_000153244-1,0,0,0.0566729942162201,-0.983669293915148,0
PC1_cellid_000153247-1,2.96436300988635,0,0.0711599102736897,-0.983669293915148,0
PC1_cellid_000153260-1,3.55573671287402,0,0.158662186348293,-0.983669293915148,0
PC1_cellid_000153277-1,2.88594384543757,3.55079334870205,0.53408032803311,-0.62055068315096,0.139107814027496
PC1_cellid_000153284-1,2.59692199152242,0,0.309284527935777,-0.761976315100572,0.0849287939366097
PC1_cellid_000153307-1,0,5.54907608489522,-0.367460388812933,0.343150768945932,0
PC1_cellid_000153322-1,0,4.55511451552089,0.627812045440637,-0.284532158020992,0.267833803602093
PC1_cellid_000153324-1,0,6.07233531421252,0.162058656374921,0.886146537005777,0.22002431220063
PC1_cellid_000153331-1,3.32970073715984,0,2.03917840438102,-0.983669293915148,0
PC1_cellid_000153332-1,0,0,-0.367460388812933,-0.45999935301806,0
PC1_cellid_000153348-1,2.67508018186464,3.3331692955853,0.0283563399537478,-0.607561562028414,0.144083841672273
PC1_cellid_000153359-1,0,6.17986697546041,-0.367460388812933,0.326811777810755,0
PC1_cellid_000153364-1,0,0,0.125804220217417,-0.983669293915148,0
PC1_cellid_000153366-1,0,0,-0.367460388812933,-0.787853821188061,0
PC1_cellid_000153371-1,0,5.10554797811874,-0.367460388812933,0.0534907834310385,0
PC1_cellid_000153405-1,2.32567743477466,3.35692607791887,1.17239445043344,-0.119435302709143,0.331081078636861
PC1_cellid_000153436-1,0,6.7828857956767,0.534116633360937,1.62667012736577,0.374620829982279
PC1_cellid_000153444-1,0,2.91848047211265,0.0362355725059641,-0.654354166604981,0.126157971881131
PC1_cellid_000153460-1,0,0,0.877462423543502,-0.845994579072601,0.0527420739694415
PC1_cellid_000153492-1,0,0,-0.367460388812933,-0.983669293915148,0
PC1_cellid_000153494-1,0,6.66328965050285,-0.367460388812933,0.792691815281193,0
PC1_cellid_000153516-1,0,5.30330490805908,-0.367460388812933,0.821429725579749,0
PC1_cellid_000153597-1,0,5.66922092681692,0.633723371471812,0.63446180613878,0.41600915065282
PC1_cellid_000153604-1,4.09720044086806,0,0.238779561151999,-0.983669293915148,0
PC1_cellid_000153618-1,2.15768756831102,2.15768756831102,0.718757805294306,-0.740200419258075,0.0932709641789036
PC1_cellid_000153624-1,0,0,0.217880254645285,-0.464816329437602,0.198768390136383
PC1_cellid_000153648-1,0,4.54507725509712,-0.367460388812933,0.574339177174188,0
PC1_cellid_000153655-1,0,6.86001456394828,-0.367460388812933,0.668673759577515,0
PC1_cellid_000153680-1,0,5.58312278885007,0.0300879621073389,0.183978823658861,0.165188208568959
PC1_cellid_000153748-1,0,5.82759666897228,-0.367460388812933,1.0632481133599,0
PC1_cellid_000153752-1,0,2.85918883045948,0.0293663869078025,-0.657340230954188,0.125014034688572
PC1_cellid_000153757-1,0,3.73727922202621,0.0740565786065748,0.00484886309706371,0.18345792840543
PC1_cellid_000153768-1,2.07125975698358,0,0.794998953095055,-0.864017729077434,0.0458375504205501
PC1_cellid_000153776-1,2.64175437844846,0,0.320967624331029,-0.349756632491413,0.242846832965756
PC1_cellid_000153787-1,0,3.31127556472947,0.441868165980307,-0.643714164899634,0.130234070804744
PC1_cellid_000153806-1,0,0,0.271582805415059,-0.800362621448721,0.070223309264692
PC1_cellid_000153824-1,0,6.751418794939,-0.367460388812933,1.03803976691542,0
PC1_cellid_000153831-1,0,3.17317926872446,0.00214860947179701,-0.442031103902379,0.153578924818296
PC1_cellid_000153841-1,0,4.74176506316655,0.0895160189884263,-0.15196558103583,0.189881592989235
PC1_cellid_000153850-1,2.92513191271328,0,0.469820943829444,-0.983669293915148,0
PC1_cellid_000153860-1,0,0,0.203691830401284,-0.983669293915148,0
PC1_cellid_000153861-1,0,6.24614835226695,-0.367460388812933,1.11729656752262,0
PC1_cellid_000153867-1,0,0,0.453789666700339,-0.983669293915148,0
PC1_cellid_000153868-1,0,6.7691426758635,-0.367460388812933,0.405888919182043,0
PC1_cellid_000153879-1,0,0,0.0679114601400619,-0.983669293915148,0
PC1_cellid_000153905-1,0,6.18710717729009,-0.367460388812933,0.679683778520081,0
PC1_cellid_000153909-1,0,6.24614835226695,-0.367460388812933,0.68931739442078,0
PC1_cellid_000153925-1,0,0,0.257753564883482,-0.680070032665127,0.116306430793985
PC1_cellid_000153969-1,2.59233548235771,0,0.396173241541485,-0.57921850819052,0.15494183722903
PC1_cellid_000153988-1,0,3.51689642693579,0.148148905673957,-0.785436226854402,0.0759414907673083
PC1_cellid_000154013-1,0,3.48570915341432,0.0463783530560498,-0.102110749109235,0.171957147470294
PC1_cellid_000154018-1,0,0,0.455993071441127,-0.983669293915148,0
PC1_cellid_000154063-1,0,5.83131288765743,-0.367460388812933,1.01083357631189,0
PC1_cellid_000154073-1,0,6.4393503711001,-0.367460388812933,0.35070051535739,0
PC1_cellid_000154090-1,0,6.45507376769283,-0.367460388812933,0.0346035261283568,0
PC1_cellid_000154093-1,0,6.50378904699771,-0.367460388812933,1.1363102918931,0
PC1_cellid_000154100-1,2.47099670234069,0,0.349676464625099,-0.983669293915148,0
PC1_cellid_000154117-1,0,0,0.391717061623541,-0.818292495575568,0.0633545189531051
PC1_cellid_000154121-1,0,6.01702684274659,-0.367460388812933,0.305778412852011,0
PC1_cellid_000154124-1,0,5.18860194750529,0.131579878537633,0.355888748212867,0.207359853402956
PC1_cellid_000154140-1,0,3.52806058574208,0.591455295403669,-0.784806948885232,0.0761825620870148
PC1_cellid_000154148-1,0,2.78914930889747,0.25229864983252,-0.668947619905887,0.120567337505413
PC1_cellid_000154199-1,0,5.76123998906026,-0.367460388812933,0.388410823717723,0
PC1_cellid_000154242-1,0,3.33839648042313,0.529937995965884,-0.352888519462958,0.241647032301516
PC1_cellid_000154316-1,0,4.39973091520985,0.0236288697927466,0.499169800322323,0.16250434411333
PC1_cellid_000154329-1,0,4.77297681667774,-0.00735184517813528,0.0458093308199086,0.149631321764278
PC1_cellid_000154334-1,0,4.42250289042103,-0.367460388812933,0.0165488795475874,0
PC1_cellid_000154344-1,0,6.2204519934176,-0.367460388812933,1.1528705218039,0
PC1_cellid_000154377-1,0,5.6922714849005,-0.367460388812933,0.56286625943505,0
PC1_cellid_000154379-1,0,0,-0.367460388812933,-0.983669293915148,0
PC1_cellid_000154396-1,0,6.27438779775131,0.106494444752861,0.785794196962419,0.196936422244232
PC1_cellid_000154435-1,0,6.26982209437067,-0.367460388812933,0.395773329915538,0
PC1_cellid_000154443-1,0,4.34364751257224,0.659632002865954,0.13921708677906,0.426774634641283
PC1_cellid_000154444-1,2.6321208856186,4.51439808062675,0.31845718415438,0.235404030588595,0.285010602715749
PC1_cellid_000154461-1,0,6.07714351509572,-0.367460388812933,0.716742300688719,0
PC1_cellid_000154519-1,0,0,-0.367460388812933,-0.983669293915148,0
PC1_cellid_000154523-1,0,0,-0.367460388812933,-0.776747753161572,0
PC1_cellid_000154537-1,0,6.04991486112815,-0.367460388812933,0.546867962506142,0
PC1_cellid_000154555-1,0,0,1.16096609052085,-0.210843494895395,0.296063336713706
PC1_cellid_000154578-1,3.06280008569134,0,0.357767283153136,-0.983669293915148,0
PC1_cellid_000154582-1,0,4.55978202983995,-0.367460388812933,-0.469153190753985,0
PC1_cellid_000154595-1,0,5.86019983699694,-0.367460388812933,0.951166147204358,0
PC1_cellid_000154601-1,0,5.34122715301289,-0.0293910763610296,0.771972931125072,0.140473640418318
PC1_cellid_000154646-1,0,5.79203375616931,0.883302519006424,0.513255294978671,0.519713598632479
PC1_cellid_000154648-1,0,3.81215377636766,-0.367460388812933,-0.409982781430271,0
PC1_cellid_000154677-1,0,4.37102888046434,0.542963764486317,0.061292505628364,0.378296965823852
PC1_cellid_000154682-1,3.3305666659823,5.49547663584646,0.125345027490349,0.930911495002315,0.20476916506829
PC1_cellid_000154694-1,0,6.65311273802786,-0.367460388812933,1.57116113860224,0
PC1_cellid_000154705-1,0,0,0.0288284054659672,-0.983669293915148,0
PC1_cellid_000154716-1,0,5.53546343355418,0.654379732668154,0.406933257592445,0.424592225626413
PC1_cellid_000154734-1,0,6.09907253530629,-0.367460388812933,0.352978054986786,0
PC1_cellid_000154800-1,2.5809750428345,2.5809750428345,0.305128832655968,-0.689093728187837,0.112849525745874
PC1_cellid_000154819-1,0,3.62602142144403,0.474778740171486,-0.0499928903695637,0.349964910133708
PC1_cellid_000154821-1,0,5.80196500584822,-0.367460388812933,0.920543211541065,0
PC1_cellid_000154850-1,3.43350345834568,3.43350345834568,0.7565510981169,-0.191254763082388,0.303567622038943
PC1_cellid_000154855-1,0,0,0.51372519176833,-0.983669293915148,0
PC1_cellid_000154857-1,4.28967071982189,6.47463426919841,0.26725831730921,1.14510281350117,0.263736588937711
PC1_cellid_000154862-1,3.95665312444481,0,0.21798355683006,-0.798302767898468,0.071012422562932
PC1_cellid_000154866-1,0,2.45430120071192,0.0360900832413134,-0.131974742410493,0.167682193603585
PC1_cellid_000154871-1,0,0,0.0576054895821742,-0.726281227832435,0.0986032942629394
PC1_cellid_000154878-1,0,6.21434048892182,-0.367460388812933,0.693119921763697,0
PC1_cellid_000154887-1,0,5.34392787780009,-0.367460388812933,0.24925329508645,0
PC1_cellid_000154888-1,0,5.80740213941913,-0.367460388812933,0.408395903093451,0
PC1_cellid_000154913-1,0,6.42080393715529,-0.367460388812933,0.395965545885736,0
PC1_cellid_000154926-1,0,6.72070540151439,-0.367460388812933,0.358787576692329,0
PC1_cellid_000154927-1,0,6.69555097890402,-0.367460388812933,1.45161985097737,0
PC1_cellid_000154948-1,0,0,-0.367460388812933,-0.467987838489211,0
PC1_cellid_000154951-1,0,6.10463110833983,-0.367460388812933,0.601187972549072,0
PC1_cellid_000154986-1,0,0,-0.367460388812933,-0.983669293915148,0
PC1_cellid_000155100-1,0,4.63765470686922,-0.367460388812933,0.314929951029492,0
PC1_cellid_000155109-1,0,3.7554546524254,0.907421981939342,0.0268882491012656,0.387136452362399
PC1_cellid_000155119-1,0,5.71890563623042,0.44343132196748,0.473405282781151,0.336939516255467
PC1_cellid_000155152-1,0,0,0.153843248071105,-0.983669293915148,0
PC1_cellid_000155164-1,0,0,0.0501413561808886,-0.983669293915148,0
PC1_cellid_000155182-1,0,3.40633479421186,-0.367460388812933,-0.791668133880792,0
PC1_cellid_000155184-1,3.04642919776342,3.04642919776342,0.0833027874285772,-0.426146838289845,0.187299887925135
PC1_cellid_000155196-1,2.52844697628231,2.52844697628231,0.291440280538545,-0.661520245781216,0.123412704687979
PC1_cellid_000155201-1,0,5.6212315271375,-0.367460388812933,0.28646062338355,0
PC1_cellid_000155234-1,2.97488449060745,3.64217354759646,0.0727167152281882,-0.534295335848663,0.172151542593634
PC1_cellid_000155243-1,0,6.27365361944369,-0.367460388812933,0.584379479725204,0
PC1_cellid_000155259-1,0,3.67814216952803,1.19146994717079,-0.234166850224902,0.287128347210286
PC1_cellid_000155345-1,0,4.01363738262826,0.594349535768569,-0.363557702465712,0.237559754257989
PC1_cellid_000155372-1,0,6.1015391813527,-0.367460388812933,0.33445753294129,0
PC1_cellid_000155381-1,0,2.30186540962365,0.701856842909884,-0.650050872919737,0.127806529019012
PC1_cellid_000155411-1,3.5491512949519,5.7204889873114,0.946322000453467,-0.116373467757801,0.332254042936591
PC1_cellid_000155417-1,0,2.47696901402381,0.461913509586363,-0.844052681693165,0.0534859992090498
PC1_cellid_000155440-1,0,0,-0.0183640213122044,-0.808635500661761,0.0670540358952616
PC1_cellid_000155442-1,0,4.37102888046434,0.351249591674573,-0.431071299479341,0.2116958392195
PC1_cellid_000155443-1,0,6.39290642133829,-0.367460388812933,1.46362115274083,0
PC1_cellid_000155444-1,0,4.40238255605998,-0.367460388812933,-0.408156079728686,0
PC1_cellid_000155450-1,0,3.14086644680827,-0.367460388812933,-0.806631498826746,0
PC1_cellid_000155478-1,0,5.53798191930173,-0.367460388812933,-0.0792324132388099,0
PC1_cellid_000155495-1,0,4.53438176007387,-0.367460388812933,0.69205002552362,0
PC1_cellid_000155508-1,2.43128116281213,0,0.845469781440667,-0.983669293915148,0
PC1_cellid_000155510-1,3.45552288407289,0,0.911663754826461,-0.983669293915148,0
PC1_cellid_000155519-1,0,6.54373564446014,-0.367460388812933,0.40224674707569,0
PC1_cellid_000155525-1,0,6.76394484107844,-0.367460388812933,1.09544049622962,0
PC1_cellid_000155530-1,0,0,0.118815186348601,-0.983669293915148,0
PC1_cellid_000155554-1,0,4.92376042656012,-0.367460388812933,0.218561861781467,0
PC1_cellid_000155555-1,0,3.91401774129664,-0.0459508314701397,-0.13645561054964,0.133592776054318
PC1_cellid_000155569-1,3.57240395426338,0,0.161128345310191,-0.983669293915148,0
PC1_cellid_000155573-1,0,0,-0.367460388812933,-0.983669293915148,0
PC1_cellid_000155578-1,0,6.83514345480022,-0.367460388812933,1.42362354162655,0
PC1_cellid_000155583-1,0,6.13865048432057,-0.367460388812933,0.872217911676087,0
PC1_cellid_000155585-1,2.96785655597551,2.96785655597551,0.405948225097068,-0.816383358741912,0.0640858938915873
PC1_cellid_000155588-1,0,2.95052264812006,1.61327560957476,-0.817360400229974,0.0637115971698288
PC1_cellid_000155607-1,0,0,-0.367460388812933,-0.597215242542343,0
PC1_cellid_000155608-1,0,4.42114855474918,0.123136829283829,-0.168467432622018,0.20385162056067
PC1_cellid_000155632-1,3.9925238732694,0,0.879765138607709,-0.983669293915148,0
PC1_cellid_000155664-1,0,3.41198937790146,0.407714304430834,-0.791349408126131,0.0736761986663955
PC1_cellid_000155667-1,0,6.48619407201998,-0.367460388812933,0.847033826996875,0
PC1_cellid_000155668-1,0,5.38412682846848,0.952259332306735,0.740640439798824,0.548366345980907
PC1_cellid_000155670-1,0,5.89287489933662,-0.367460388812933,1.34755084751957,0
PC1_cellid_000155681-1,0,6.26779959009282,-0.367460388812933,0.80248222814875,0
PC1_cellid_000155708-1,0,0,-0.367460388812933,-0.439196157545744,0
PC1_cellid_000155724-1,2.64783013436272,4.6633152811685,0.322550936014554,-0.270064486616809,0.27337625194664
PC1_cellid_000155786-1,3.02567173815263,0,0.541048054699492,-0.983669293915148,0
PC1_cellid_000155792-1,0,5.39062582457041,-0.367460388812933,0.711649758315365,0
PC1_cellid_000155809-1,0,5.31330549143116,-0.367460388812933,0.515354558198378,0
PC1_cellid_000155824-1,2.1091374238726,0,0.403736781927833,-0.983669293915148,0
PC1_cellid_000155860-1,0,5.32631360188501,0.132353436463372,0.759706069100792,0.207681280086481
PC1_cellid_000155871-1,0,5.71110499702157,-0.367460388812933,0.314453876271126,0
PC1_cellid_000155895-1,0,0,0.50985870618949,-0.788023457424975,0.0749503435818194
PC1_cellid_000155901-1,0,0,-0.367460388812933,-0.255392751539796,0
PC1_cellid_000155908-1,0,6.07404986385835,0.402358981616971,1.26917881549328,0.319873249200078
PC1_cellid_000155913-1,0,5.55579261756083,-0.367460388812933,0.767449502865326,0
PC1_cellid_000155943-1,0,0,0.641110951862491,-0.983669293915148,0
PC1_cellid_000155979-1,0,5.27389534841165,-0.367460388812933,0.208837827983669,0
PC1_cellid_000155981-1,0,0,0.205760184620917,-0.67348032881271,0.118830893244613
PC1_cellid_000155987-1,0,5.72579460656822,-0.367460388812933,-0.0787178065948532,0
PC1_cellid_000156001-1,0,0,-0.367460388812933,-0.983669293915148,0
PC1_cellid_000156015-1,2.83472050334679,0,0.518078655436194,-0.786126960320519,0.075676876341887
PC1_cellid_000156029-1,0,5.69966316654327,-0.367460388812933,1.11851244585835,0
PC1_cellid_000156102-1,0,0,-0.367460388812933,-0.983669293915148,0
PC1_cellid_000156162-1,0,0,0.401472744253167,-0.756099624615449,0.0871801067111911
PC1_cellid_000156167-1,0,5.52545293913178,-0.367460388812933,0.423546923338444,0
PC1_cellid_000156188-1,0,6.2390346002202,-0.367460388812933,0.761619463940012,0
PC1_cellid_000156201-1,3.58937033022457,3.58937033022457,0.16363876555012,-0.781351169352917,0.0775064433815857
PC1_cellid_000156239-1,0,6.35306206863252,-0.367460388812933,0.754027065838432,0
PC1_cellid_000156255-1,0,6.56621862692742,0.263770023924403,0.883619171417382,0.262287142766282
PC1_cellid_000156288-1,2.78343635018663,5.6136430209264,1.22935578385954,0.804458587491413,0.663504709218649
PC1_cellid_000156319-1,0,6.26779959009282,-0.367460388812933,0.446954593981647,0
PC1_cellid_000156375-1,0,3.55573671287402,0.0330242862973714,-0.0669217437106264,0.166408302003145
PC1_cellid_000156391-1,0,0,-0.367460388812933,-0.983669293915148,0
PC1_cellid_000156392-1,0,6.56110403406623,-0.367460388812933,1.24706324107083,0
PC1_cellid_000156396-1,0,6.39574661952296,-0.367460388812933,0.920282358008427,0
PC1_cellid_000156398-1,0,0,-0.0481841848968812,-0.983669293915148,0
PC1_cellid_000156428-1,0,0,0.520884559350502,-0.822380101377738,0.0617885901053679
PC1_cellid_000156431-1,0,6.40527283000108,-0.367460388812933,1.5514282864863,0
PC1_cellid_000156479-1,3.03128597709759,0,0.579483792751197,-0.983669293915148,0
PC1_cellid_000156481-1,0,6.08961517158857,-0.367460388812933,0.446879565878376,0
PC1_cellid_000156526-1,0,6.44561000003829,-0.367460388812933,1.09615859449048,0
PC1_cellid_000156639-1,0,0,-0.367460388812933,-0.75392857897182,0
PC1_cellid_000156641-1,0,4.68168549500184,-0.367460388812933,-0.449332413333408,0
PC1_cellid_000156649-1,0,5.77303742006089,-0.367460388812933,-0.181206776446011,0
PC1_cellid_000156652-1,0,3.59280042758595,-0.367460388812933,-0.578265337467219,0
PC1_cellid_000156709-1,0,0,-0.367460388812933,-0.983669293915148,0
PC1_cellid_000156712-1,0,6.54494187987776,-0.367460388812933,1.44496105569763,0
PC1_cellid_000156741-1,0,5.84743638521372,-0.367460388812933,0.775045524192946,0
PC1_cellid_000156783-1,0,5.76349787528867,-0.367460388812933,0.317474647634619,0
PC1_cellid_000156806-1,0,5.56167828518787,0.637165811121937,0.172529539618173,0.417439543805237
PC1_cellid_000156812-1,0,0,0.342953080668952,-0.983669293915148,0
PC1_cellid_000156813-1,0,0,0.0293663869078025,-0.721673497628359,0.100368478578248
PC1_cellid_000156818-1,4.86778255863202,0,0.352798309138396,-0.983669293915148,0
PC1_cellid_000156836-1,0,6.83773246552229,-0.367460388812933,0.86946761244939,0
PC1_cellid_000156859-1,2.73496615500187,3.78935051422824,1.42830294484443,-0.612086858724671,0.142350236969619
PC1_cellid_000156873-1,0,5.96373280611635,-0.367460388812933,1.48415823250008,0
PC1_cellid_000156887-1,0,6.04396388962795,-0.367460388812933,0.988821762018784,0
PC1_cellid_000156897-1,0,5.60311563116958,0.22019545258578,0.33642814740712,0.24418115550228
PC1_cellid_000156913-1,0,0,0.0431682294688741,-0.702115939526488,0.107860821505925
PC1_cellid_000156919-1,0,5.89890059297168,-0.367460388812933,0.146952271668533,0
PC1_cellid_000156925-1,0,5.02453097437985,-0.367460388812933,0.620751858593395,0
PC1_cellid_000156931-1,3.51584003829615,3.12512699353343,1.00692228694587,-0.807518667431609,0.0674818857070704
PC1_cellid_000156940-1,0,4.06853542616818,-0.367460388812933,-0.149277765595259,0
PC1_cellid_000156941-1,0,6.03468366622796,-0.367460388812933,0.400209895167702,0
PC1_cellid_000156946-1,0,6.37266323384468,-0.367460388812933,1.074741335458,0
PC1_cellid_000156947-1,0,3.38680864421006,0.56765580455208,-0.792768743092113,0.0731324628769381
PC1_cellid_000156979-1,0,4.06853542616818,-0.367460388812933,0.295725131496384,0
PC1_cellid_000156993-1,0,4.51855452537392,-0.367460388812933,0.00498128880599781,0
PC1_cellid_000156999-1,0,7.23950571635656,-0.367460388812933,0.902834488253324,0
PC1_cellid_000157009-1,0,6.26405436976031,-0.367460388812933,-0.0975495348734049,0
PC1_cellid_000157018-1,0,6.03713178690321,-0.367460388812933,0.687980204580595,0
PC1_cellid_000157042-1,2.90532370541378,3.29237665493943,0.837097378441172,-0.453064577694237,0.203270391541855
PC1_cellid_000157054-1,0,6.25908254504576,-0.367460388812933,1.60291933933432,0
PC1_cellid_000157059-1,0,0,0.18226635448432,-0.551314572839633,0.165631610031524
PC1_cellid_000157076-1,0,5.20173436802419,-0.367460388812933,0.395682968294154,0
PC1_cellid_000157082-1,0,0,0.314269953221934,-0.835163327053443,0.0568914393473135
PC1_cellid_000157091-1,0,5.96771061719377,-0.367460388812933,0.623141205003031,0
PC1_cellid_000157104-1,0,6.2643036135435,-0.367460388812933,0.691717585329222,0
PC1_cellid_000157108-1,0,4.67377040745382,1.03703414519619,-0.181529167849257,0.307293419210699
PC1_cellid_000157115-1,0,5.23599445766374,-0.367460388812933,0.72917689117489,0
PC1_cellid_000157125-1,0,6.29441793074952,-0.367460388812933,0.968513356054502,0
PC1_cellid_000157126-1,0,4.6427334060289,0.654265761755326,-0.4702116703065,0.196701478521398
PC1_cellid_000157133-1,0,5.04498290451345,-0.367460388812933,0.0858853330531147,0
PC1_cellid_000157141-1,3.44371490765316,0,0.64696715528143,-0.727588591889299,0.0981024536265815
PC1_cellid_000157144-1,0,4.65554639331316,0.246959345728166,0.190709353201516,0.255302015524181
PC1_cellid_000157146-1,0,6.01819426771044,-0.367460388812933,0.318909235975533,0
PC1_cellid_000157163-1,3.32022831912849,5.58974242527865,0.123815319835127,0.21456625944892,0.204133545107559
PC1_cellid_000157193-1,0,4.78494151051734,0.557464146848871,0.546730814419992,0.384322125230225
PC1_cellid_000157221-1,0,0,-0.367460388812933,-0.781738376742543,0
PC1_cellid_000157227-1,0,5.58853556655487,-0.367460388812933,0.800533564990223,0
PC1_cellid_000157228-1,0,6.4129599017975,-0.367460388812933,0.789655375842667,0
PC1_cellid_000157238-1,0,5.30330490805908,-0.367460388812933,0.280580673187534,0
PC1_cellid_000157271-1,0,4.68966492180222,-0.367460388812933,0.761015253315759,0
PC1_cellid_000157287-1,0,6.21107700958101,-0.367460388812933,1.16846347831324,0
PC1_cellid_000157307-1,0,5.92647732718933,-0.367460388812933,0.364747625862911,0
PC1_cellid_000157319-1,0,0,-0.367460388812933,-0.983669293915148,0
PC1_cellid_000157328-1,2.63572090390671,5.33875794118672,0.563884277191719,0.106377613521435,0.386989800313418
