CellID,display_class,feature,value
PC1_cellid_000158829-1,Fibroblast singlet,Cell area,127.954061161744
PC1_cellid_000158833-1,Fibroblast singlet,Cell area,71.9994811406657
PC1_cellid_000158844-1,Supported Duct2-Fibroblast,Cell area,119.917381751482
PC1_cellid_000158854-1,Fibroblast singlet,Cell area,56.0365831329877
PC1_cellid_000158857-1,Duct2 singlet,Cell area,27.9911444175758
PC1_cellid_000158859-1,Fibroblast singlet,Cell area,35.9450718290591
PC1_cellid_000158880-1,Fibroblast singlet,Cell area,63.9354673597671
PC1_cellid_000158959-1,Duct2 singlet,Cell area,59.9450236904279
PC1_cellid_000158970-1,Fibroblast singlet,Cell area,71.9451868428195
PC1_cellid_000158975-1,Fibroblast singlet,Cell area,171.90772914355
PC1_cellid_000158977-1,Supported Duct2-Fibroblast,Cell area,176.035967996391
PC1_cellid_000158985-1,Duct2 singlet,Cell area,75.9910481403028
PC1_cellid_000159019-1,Duct2 singlet,Cell area,87.9354192211314
PC1_cellid_000159036-1,Fibroblast singlet,Cell area,51.9360530942333
PC1_cellid_000159041-1,Fibroblast singlet,Cell area,64.0728880998093
PC1_cellid_000159044-1,Fibroblast singlet,Cell area,112.10012619318
PC1_cellid_000159057-1,Fibroblast singlet,Cell area,59.9446492469926
PC1_cellid_000159061-1,Duct2 singlet,Cell area,99.9089968897722
PC1_cellid_000159069-1,Duct2 singlet,Cell area,79.8448199564738
PC1_cellid_000159092-1,Supported Duct2-Fibroblast,Cell area,107.99959615442
PC1_cellid_000159113-1,Duct2 singlet,Cell area,64.1002224704441
PC1_cellid_000159136-1,Duct2 singlet,Cell area,111.88182567153
PC1_cellid_000159146-1,Fibroblast singlet,Cell area,51.9633874648722
PC1_cellid_000159149-1,Fibroblast singlet,Cell area,71.9725212134532
PC1_cellid_000159171-1,Duct2 singlet,Cell area,72.0818586959955
PC1_cellid_000159201-1,Fibroblast singlet,Cell area,43.9825001261831
PC1_cellid_000159202-1,Fibroblast singlet,Cell area,59.9453981338565
PC1_cellid_000159214-1,Supported Duct2-Fibroblast,Cell area,59.9176893197867
PC1_cellid_000159270-1,Fibroblast singlet,Cell area,39.9905586831088
PC1_cellid_000159323-1,Duct2 singlet,Cell area,111.880702341227
PC1_cellid_000159329-1,Duct2 singlet,Cell area,51.9633874648646
PC1_cellid_000159334-1,Duct2 singlet,Cell area,71.8908925449882
PC1_cellid_000159342-1,Supported Duct2-Fibroblast,Cell area,99.9636656310399
PC1_cellid_000159353-1,Duct2 singlet,Cell area,107.999596154422
PC1_cellid_000159356-1,Fibroblast singlet,Cell area,75.9910481402994
PC1_cellid_000159386-1,Supported Duct2-Fibroblast,Cell area,104.200493079522
PC1_cellid_000159407-1,Duct2 singlet,Cell area,43.8997481274084
PC1_cellid_000159414-1,Fibroblast singlet,Cell area,79.8171111424051
PC1_cellid_000159423-1,Fibroblast singlet,Cell area,27.9907699741437
PC1_cellid_000159427-1,Fibroblast singlet,Cell area,71.9178524721957
PC1_cellid_000159431-1,Duct2 singlet,Cell area,79.8991142543089
PC1_cellid_000159433-1,Fibroblast singlet,Cell area,31.89921053158
PC1_cellid_000159436-1,Fibroblast singlet,Cell area,68.0090374713116
PC1_cellid_000159491-1,Fibroblast singlet,Cell area,131.889836089819
PC1_cellid_000159494-1,Supported Duct2-Fibroblast,Cell area,51.9903473920744
PC1_cellid_000159513-1,Fibroblast singlet,Cell area,52.0176817627077
PC1_cellid_000159568-1,Duct2 singlet,Cell area,187.926793666235
PC1_cellid_000159603-1,Fibroblast singlet,Cell area,39.9358899418387
PC1_cellid_000159607-1,Duct2 singlet,Cell area,52.1277681321129
PC1_cellid_000159618-1,Fibroblast singlet,Cell area,120.109096789369
PC1_cellid_000159629-1,Fibroblast singlet,Cell area,207.989847269216
PC1_cellid_000159662-1,Duct2 singlet,Cell area,76.0726768087719
PC1_cellid_000159667-1,Fibroblast singlet,Cell area,123.963243048961
PC1_cellid_000159706-1,Supported Duct2-Fibroblast,Cell area,88.0997998883837
PC1_cellid_000159710-1,Fibroblast singlet,Cell area,111.908785598725
PC1_cellid_000159711-1,Fibroblast singlet,Cell area,47.9733182389612
PC1_cellid_000159736-1,Fibroblast singlet,Cell area,75.991048140299
PC1_cellid_000159763-1,Fibroblast singlet,Cell area,67.9266599159765
PC1_cellid_000159770-1,Supported Duct2-Fibroblast,Cell area,115.954272452782
PC1_cellid_000159783-1,Fibroblast singlet,Cell area,44.0087111665202
PC1_cellid_000159800-1,Fibroblast singlet,Cell area,111.936494412799
PC1_cellid_000159817-1,Fibroblast singlet,Cell area,64.0178449151128
PC1_cellid_000159818-1,Duct2 singlet,Cell area,171.826474918517
PC1_cellid_000159821-1,Fibroblast singlet,Cell area,124.072580531504
PC1_cellid_000159835-1,Duct2 singlet,Cell area,91.9820294054781
PC1_cellid_000159846-1,Duct2 singlet,Cell area,67.9813286572475
PC1_cellid_000159870-1,Fibroblast singlet,Cell area,35.9993661268956
PC1_cellid_000159873-1,Duct2 singlet,Cell area,108.054264895694
PC1_cellid_000159878-1,Fibroblast singlet,Cell area,104.009526928507
PC1_cellid_000159882-1,Fibroblast singlet,Cell area,100.017959928876
PC1_cellid_000159908-1,Fibroblast singlet,Cell area,75.9090450284017
PC1_cellid_000159948-1,Duct2 singlet,Cell area,59.9453981338627
PC1_cellid_000159964-1,Duct2 singlet,Cell area,27.9634356035079
PC1_cellid_000159967-1,Duct2 singlet,Cell area,59.9176893197899
PC1_cellid_000159986-1,Duct2 singlet,Cell area,51.990721835507
PC1_cellid_000159992-1,Duct2 singlet,Cell area,75.9629648828009
PC1_cellid_000160001-1,Duct2 singlet,Cell area,95.9994330020278
PC1_cellid_000160009-1,Duct2 singlet,Cell area,304.044323455949
PC1_cellid_000160029-1,Fibroblast singlet,Cell area,99.9906255582345
PC1_cellid_000160035-1,Duct2 singlet,Cell area,51.9637619083037
PC1_cellid_000160038-1,Fibroblast singlet,Cell area,75.9910481403077
PC1_cellid_000160063-1,Fibroblast singlet,Cell area,96.0544761867301
PC1_cellid_000160074-1,Fibroblast singlet,Cell area,23.9999518613659
PC1_cellid_000160098-1,Fibroblast singlet,Cell area,176.090636737645
PC1_cellid_000160123-1,Duct2 singlet,Cell area,92.1452867424288
PC1_cellid_000160129-1,Duct2 singlet,Cell area,92.0359492598822
PC1_cellid_000160146-1,Fibroblast singlet,Cell area,119.999384863393
PC1_cellid_000160150-1,Fibroblast singlet,Cell area,64.1005969138797
PC1_cellid_000160156-1,Fibroblast singlet,Cell area,140.00814416854
PC1_cellid_000160176-1,Supported Duct2-Fibroblast,Cell area,72.027564398163
PC1_cellid_000160182-1,Duct2 singlet,Cell area,131.917170460447
PC1_cellid_000160191-1,Fibroblast singlet,Cell area,155.999499877146
PC1_cellid_000160210-1,Supported Duct2-Fibroblast,Cell area,116.008566750616
PC1_cellid_000160264-1,Duct2 singlet,Cell area,155.972165506503
PC1_cellid_000160289-1,Fibroblast singlet,Cell area,55.9815399482821
PC1_cellid_000160317-1,Supported Duct2-Fibroblast,Cell area,140.173273722646
PC1_cellid_000160350-1,Duct2 singlet,Cell area,107.917967485944
PC1_cellid_000160355-1,Duct2 singlet,Cell area,59.9450236904225
PC1_cellid_000160385-1,Fibroblast singlet,Cell area,176.145305478934
PC1_cellid_000160388-1,Supported Duct2-Fibroblast,Cell area,140.255276834559
PC1_cellid_000160416-1,Supported Duct2-Fibroblast,Cell area,124.072206088079
PC1_cellid_000160418-1,Duct2 singlet,Cell area,68.0910405832207
PC1_cellid_000160436-1,Fibroblast singlet,Cell area,64.0732625432471
PC1_cellid_000160461-1,Supported Duct2-Fibroblast,Cell area,64.073262543246
PC1_cellid_000160475-1,Duct2 singlet,Cell area,147.881191798415
PC1_cellid_000160488-1,Fibroblast singlet,Cell area,128.227404868092
PC1_cellid_000160494-1,Duct2 singlet,Cell area,92.0906180011554
PC1_cellid_000160505-1,Duct2 singlet,Cell area,23.8902399353898
PC1_cellid_000160528-1,Fibroblast singlet,Cell area,136.045034869838
PC1_cellid_000160536-1,Fibroblast singlet,Cell area,92.0089893326839
PC1_cellid_000160544-1,Fibroblast singlet,Cell area,39.9909331265386
PC1_cellid_000160549-1,Duct2 singlet,Cell area,20.0364681192267
PC1_cellid_000160596-1,Fibroblast singlet,Cell area,48.0545724640008
PC1_cellid_000160609-1,Fibroblast singlet,Cell area,148.044823578807
PC1_cellid_000160639-1,Duct2 singlet,Cell area,44.0364199805897
PC1_cellid_000160643-1,Supported Duct2-Fibroblast,Cell area,111.908411155295
PC1_cellid_000160667-1,Fibroblast singlet,Cell area,55.9819143917158
PC1_cellid_000160675-1,Fibroblast singlet,Cell area,43.9270824980437
PC1_cellid_000160695-1,Duct2 singlet,Cell area,116.06360993532
PC1_cellid_000160722-1,Duct2 singlet,Cell area,15.9636468945398
PC1_cellid_000160740-1,Duct2 singlet,Cell area,63.9905105444758
PC1_cellid_000160755-1,Fibroblast singlet,Cell area,107.834841043749
PC1_cellid_000160789-1,Duct2 singlet,Cell area,27.9638100469346
PC1_cellid_000160791-1,Fibroblast singlet,Cell area,19.8994218226127
PC1_cellid_000160803-1,Fibroblast singlet,Cell area,55.9268712070115
PC1_cellid_000160810-1,Fibroblast singlet,Cell area,92.0370725901805
PC1_cellid_000160823-1,Fibroblast singlet,Cell area,63.9631761738386
PC1_cellid_000160858-1,Fibroblast singlet,Cell area,75.8809617708969
PC1_cellid_000160867-1,Fibroblast singlet,Cell area,179.917448626611
PC1_cellid_000160884-1,Duct2 singlet,Cell area,48.1092412052703
PC1_cellid_000160897-1,Fibroblast singlet,Cell area,55.8995368363805
PC1_cellid_000160903-1,Duct2 singlet,Cell area,40.0182674971775
PC1_cellid_000160915-1,Duct2 singlet,Cell area,100.073003113572
PC1_cellid_000160927-1,Duct2 singlet,Cell area,40.1010194959507
PC1_cellid_000160974-1,Fibroblast singlet,Cell area,80.1454980334587
PC1_cellid_000160990-1,Duct2 singlet,Cell area,92.0363237033128
PC1_cellid_000161048-1,Fibroblast singlet,Cell area,32.0089224575586
PC1_cellid_000161050-1,Fibroblast singlet,Cell area,51.936053094231
PC1_cellid_000161059-1,Fibroblast singlet,Cell area,163.927216248311
PC1_cellid_000161061-1,Fibroblast singlet,Cell area,91.9266117773429
PC1_cellid_000161072-1,Duct2 singlet,Cell area,119.863461897081
PC1_cellid_000161081-1,Fibroblast singlet,Cell area,59.9996924316931
PC1_cellid_000161114-1,Fibroblast singlet,Cell area,95.9994330020169
PC1_cellid_000161131-1,Fibroblast singlet,Cell area,76.0453424381428
PC1_cellid_000161135-1,Supported Duct2-Fibroblast,Cell area,87.9908368492703
PC1_cellid_000161138-1,Fibroblast singlet,Cell area,71.9451868428261
PC1_cellid_000161139-1,Fibroblast singlet,Cell area,27.9630611600714
PC1_cellid_000161141-1,Fibroblast singlet,Cell area,128.00947878988
PC1_cellid_000161152-1,Fibroblast singlet,Cell area,31.9819625303482
PC1_cellid_000161176-1,Duct2 singlet,Cell area,63.9905105444719
PC1_cellid_000161188-1,Fibroblast singlet,Cell area,163.871798620163
PC1_cellid_000161196-1,Fibroblast singlet,Cell area,116.090569862523
PC1_cellid_000161213-1,Duct2 singlet,Cell area,104.063821226347
PC1_cellid_000161222-1,Duct2 singlet,Cell area,96.0541017433001
PC1_cellid_000161224-1,Supported Duct2-Fibroblast,Cell area,104.008778041646
PC1_cellid_000161241-1,Supported Duct2-Fibroblast,Cell area,104.063446782923
PC1_cellid_000161242-1,Fibroblast singlet,Cell area,52.018430649573
PC1_cellid_000161256-1,Duct2 singlet,Cell area,140.227568020492
PC1_cellid_000161278-1,Supported Duct2-Fibroblast,Cell area,127.926726791101
PC1_cellid_000161282-1,Fibroblast singlet,Cell area,139.953849870709
PC1_cellid_000161283-1,Duct2 singlet,Cell area,76.1554288075483
PC1_cellid_000161290-1,Fibroblast singlet,Cell area,80.0361605509175
PC1_cellid_000161346-1,Supported Duct2-Fibroblast,Cell area,107.97301067066
PC1_cellid_000161348-1,Duct2 singlet,Cell area,179.999451738507
PC1_cellid_000161383-1,Supported Duct2-Fibroblast,Cell area,147.880817354977
PC1_cellid_000161386-1,Supported Duct2-Fibroblast,Cell area,96.0271418160925
PC1_cellid_000161409-1,Fibroblast singlet,Cell area,147.990154837525
PC1_cellid_000161412-1,Fibroblast singlet,Cell area,35.9724061996913
PC1_cellid_000161413-1,Supported Duct2-Fibroblast,Cell area,76.1823887347507
PC1_cellid_000161419-1,Fibroblast singlet,Cell area,59.8626461350823
PC1_cellid_000161425-1,Fibroblast singlet,Cell area,128.063398644281
PC1_cellid_000161448-1,Fibroblast singlet,Cell area,23.9456575635252
PC1_cellid_000161457-1,Supported Duct2-Fibroblast,Cell area,99.9089968897578
PC1_cellid_000161465-1,Fibroblast singlet,Cell area,63.8538386912917
PC1_cellid_000161467-1,Duct2 singlet,Cell area,55.9545800210751
PC1_cellid_000161473-1,Fibroblast singlet,Cell area,51.9633874648679
PC1_cellid_000161484-1,Duct2 singlet,Cell area,120.136805603432
PC1_cellid_000161490-1,Fibroblast singlet,Cell area,68.0367462853846
PC1_cellid_000161507-1,Fibroblast singlet,Cell area,51.9356786508048
PC1_cellid_000161517-1,Fibroblast singlet,Cell area,107.972636227227
PC1_cellid_000161520-1,Fibroblast singlet,Cell area,48.0276125367933
PC1_cellid_000161564-1,Fibroblast singlet,Cell area,151.981347393736
PC1_cellid_000161614-1,Fibroblast singlet,Cell area,132.054591200489
PC1_cellid_000161661-1,Fibroblast singlet,Cell area,100.017959928873
PC1_cellid_000161662-1,Fibroblast singlet,Cell area,48.0268636499322
PC1_cellid_000161667-1,Fibroblast singlet,Cell area,63.9905105444736
PC1_cellid_000161697-1,Duct2 singlet,Cell area,47.9729437955259
PC1_cellid_000161736-1,Duct2 singlet,Cell area,72.1646106947672
PC1_cellid_000161801-1,Duct2 singlet,Cell area,51.9360530942402
PC1_cellid_000161809-1,Duct2 singlet,Cell area,48.0545724640006
PC1_cellid_000161821-1,Fibroblast singlet,Cell area,60.0270268023311
PC1_cellid_000161826-1,Fibroblast singlet,Cell area,52.1000593180466
PC1_cellid_000161832-1,Duct2 singlet,Cell area,107.944552969724
PC1_cellid_000161842-1,Duct2 singlet,Cell area,59.945023690423
PC1_cellid_000161854-1,Fibroblast singlet,Cell area,36.0267004975348
PC1_cellid_000161860-1,Duct2 singlet,Cell area,20.0087593051561
PC1_cellid_000161880-1,Supported Duct2-Fibroblast,Cell area,96.0541017432969
PC1_cellid_000161899-1,Fibroblast singlet,Cell area,104.145824338259
PC1_cellid_000161900-1,Supported Duct2-Fibroblast,Cell area,84.1093562190383
PC1_cellid_000161917-1,Fibroblast singlet,Cell area,60.0543611729708
PC1_cellid_000161945-1,Duct2 singlet,Cell area,308.17293675221
PC1_cellid_000161994-1,Duct2 singlet,Cell area,47.8351486120537
PC1_cellid_000162008-1,Duct2 singlet,Cell area,116.063235491874
PC1_cellid_000162011-1,Duct2 singlet,Cell area,120.109471232801
PC1_cellid_000162036-1,Duct2 singlet,Cell area,35.945446272491
PC1_cellid_000162069-1,Fibroblast singlet,Cell area,151.872009911195
PC1_cellid_000162077-1,Duct2 singlet,Cell area,59.9996924316944
PC1_cellid_000162078-1,Fibroblast singlet,Cell area,92.1179523717852
PC1_cellid_000162081-1,Duct2 singlet,Cell area,36.0008639006286
PC1_cellid_000162092-1,Fibroblast singlet,Cell area,56.0365831329858
PC1_cellid_000162101-1,Fibroblast singlet,Cell area,91.8992774067062
PC1_cellid_000162106-1,Fibroblast singlet,Cell area,84.0269786636938
PC1_cellid_000162138-1,Supported Duct2-Fibroblast,Cell area,188.035756705339
PC1_cellid_000162177-1,Duct2 singlet,Cell area,47.9721949086585
PC1_cellid_000162179-1,Fibroblast singlet,Cell area,55.9542055776479
PC1_cellid_000162187-1,Fibroblast singlet,Cell area,51.8813843529609
PC1_cellid_000162188-1,Duct2 singlet,Cell area,35.917737458419
PC1_cellid_000162196-1,Duct2 singlet,Cell area,32.0362568281857
PC1_cellid_000162214-1,Duct2 singlet,Cell area,176.008633625744
PC1_cellid_000162217-1,Fibroblast singlet,Cell area,55.9268712070162
PC1_cellid_000162234-1,Fibroblast singlet,Cell area,83.94460110835
PC1_cellid_000162245-1,Duct2 singlet,Cell area,83.9726843658601
PC1_cellid_000162250-1,Duct2 singlet,Cell area,47.9999037227287
PC1_cellid_000162269-1,Duct2 singlet,Cell area,32.0085480141196
PC1_cellid_000162283-1,Fibroblast singlet,Cell area,72.0548987687977
PC1_cellid_000162284-1,Duct2 singlet,Cell area,32.0092969009856
PC1_cellid_000162289-1,Fibroblast singlet,Cell area,72.0275643981596
PC1_cellid_000162311-1,Duct2 singlet,Cell area,32.0085480141199
PC1_cellid_000162312-1,Fibroblast singlet,Cell area,31.9546281597168
PC1_cellid_000162314-1,Supported Duct2-Fibroblast,Cell area,67.9266599159811
PC1_cellid_000162315-1,Fibroblast singlet,Cell area,60.02702680233
PC1_cellid_000162319-1,Duct2 singlet,Cell area,51.9087187235981
PC1_cellid_000162338-1,Duct2 singlet,Cell area,47.9721949086598
PC1_cellid_000162343-1,Fibroblast singlet,Cell area,63.9635506172671
PC1_cellid_000162362-1,Fibroblast singlet,Cell area,52.1551025027514
PC1_cellid_000162364-1,Duct2 singlet,Cell area,99.9910000016704
PC1_cellid_000162371-1,Fibroblast singlet,Cell area,40.0452274243783
PC1_cellid_000162390-1,Fibroblast singlet,Cell area,27.9364756763047
PC1_cellid_000162406-1,Fibroblast singlet,Cell area,68.1180005104247
PC1_cellid_000162407-1,Duct2 singlet,Cell area,184.073021850064
PC1_cellid_000162451-1,Fibroblast singlet,Cell area,39.9639731993404
PC1_cellid_000162458-1,Duct2 singlet,Cell area,40.0452274243792
PC1_cellid_000162465-1,Duct2 singlet,Cell area,63.9905105444693
PC1_cellid_000162497-1,Duct2 singlet,Cell area,43.9817512393201
PC1_cellid_000162504-1,Duct2 singlet,Cell area,44.0914631652868
PC1_cellid_000162512-1,Fibroblast singlet,Cell area,52.0453905767754
PC1_cellid_000162517-1,Fibroblast singlet,Cell area,52.0188050930117
PC1_cellid_000162524-1,Fibroblast singlet,Cell area,71.9448123993913
PC1_cellid_000162525-1,Fibroblast singlet,Cell area,92.1187012586526
PC1_cellid_000162545-1,Fibroblast singlet,Cell area,36.1090780528701
PC1_cellid_000162578-1,Supported Duct2-Fibroblast,Cell area,63.9908849879068
PC1_cellid_000162581-1,Supported Duct2-Fibroblast,Cell area,44.0087111665181
PC1_cellid_000162636-1,Fibroblast singlet,Cell area,67.9817031006812
PC1_cellid_000162656-1,Duct2 singlet,Cell area,36.0001150137649
PC1_cellid_000162673-1,Fibroblast singlet,Cell area,75.9906736968718
PC1_cellid_000162687-1,Fibroblast singlet,Cell area,31.9819625303526
PC1_cellid_000162695-1,Duct2 singlet,Cell area,35.9177374584229
PC1_cellid_000162731-1,Duct2 singlet,Cell area,44.0910887218588
PC1_cellid_000162746-1,Supported Duct2-Fibroblast,Cell area,91.9269862207778
PC1_cellid_000162765-1,Duct2 singlet,Cell area,107.999970597859
PC1_cellid_000162786-1,Supported Duct2-Fibroblast,Cell area,68.1187493972964
PC1_cellid_000162799-1,Fibroblast singlet,Cell area,123.990202976162
PC1_cellid_000162820-1,Duct2 singlet,Cell area,135.962282871064
PC1_cellid_000162832-1,Fibroblast singlet,Cell area,104.145824338258
PC1_cellid_000152206-1,Supported Duct2-Fibroblast,Nuclear area,27.9903955307038
PC1_cellid_000152252-1,Fibroblast singlet,Nuclear area,24.0276606754347
PC1_cellid_000152253-1,Duct2 singlet,Nuclear area,76.0726768087745
PC1_cellid_000152270-1,Duct2 singlet,Nuclear area,48.0545724640034
PC1_cellid_000152277-1,Fibroblast singlet,Nuclear area,35.9181119018579
PC1_cellid_000152283-1,Duct2 singlet,Nuclear area,24.0272862320001
PC1_cellid_000152292-1,Fibroblast singlet,Nuclear area,31.9815880869175
PC1_cellid_000152293-1,Duct2 singlet,Nuclear area,44.090714278421
PC1_cellid_000152340-1,Fibroblast singlet,Nuclear area,23.9722430472953
PC1_cellid_000152348-1,Duct2 singlet,Nuclear area,44.1457574631313
PC1_cellid_000152361-1,Fibroblast singlet,Nuclear area,36.0544093116007
PC1_cellid_000152362-1,Fibroblast singlet,Nuclear area,32.008922457552
PC1_cellid_000152369-1,Fibroblast singlet,Nuclear area,24.0272862319985
PC1_cellid_000152370-1,Duct2 singlet,Nuclear area,15.9640213379735
PC1_cellid_000152407-1,Fibroblast singlet,Nuclear area,48.0822812780709
PC1_cellid_000152414-1,Fibroblast singlet,Nuclear area,27.9638100469408
PC1_cellid_000152420-1,Fibroblast singlet,Nuclear area,32.009296900989
PC1_cellid_000152428-1,Fibroblast singlet,Nuclear area,28.0181043447764
PC1_cellid_000152437-1,Fibroblast singlet,Nuclear area,28.0184787882079
PC1_cellid_000152456-1,Fibroblast singlet,Nuclear area,31.9272937890812
PC1_cellid_000152531-1,Duct2 singlet,Nuclear area,51.9903473920709
PC1_cellid_000152537-1,Duct2 singlet,Nuclear area,24.0549950460715
PC1_cellid_000152554-1,Duct2 singlet,Nuclear area,52.0727249474091
PC1_cellid_000152556-1,Duct2 singlet,Nuclear area,35.9997405703329
PC1_cellid_000152576-1,Fibroblast singlet,Nuclear area,23.9456575635277
PC1_cellid_000152578-1,Duct2 singlet,Nuclear area,47.9999037227319
PC1_cellid_000152594-1,Duct2 singlet,Nuclear area,44.090714278424
PC1_cellid_000152597-1,Duct2 singlet,Nuclear area,75.908670584961
PC1_cellid_000152672-1,Fibroblast singlet,Nuclear area,32.0089224575529
PC1_cellid_000152674-1,Fibroblast singlet,Nuclear area,35.9997405703292
PC1_cellid_000152690-1,Fibroblast singlet,Nuclear area,27.9907699741406
PC1_cellid_000152692-1,Fibroblast singlet,Nuclear area,32.0639656422607
PC1_cellid_000152699-1,Duct2 singlet,Nuclear area,35.9997405703295
PC1_cellid_000152708-1,Duct2 singlet,Nuclear area,31.9815880869162
PC1_cellid_000152719-1,Duct2 singlet,Nuclear area,51.9087187235973
PC1_cellid_000152736-1,Duct2 singlet,Nuclear area,31.9538792728469
PC1_cellid_000152740-1,Duct2 singlet,Nuclear area,47.9999037227321
PC1_cellid_000152777-1,Fibroblast singlet,Nuclear area,23.9995774179317
PC1_cellid_000152829-1,Fibroblast singlet,Nuclear area,23.9456575635293
PC1_cellid_000152890-1,Supported Duct2-Fibroblast,Nuclear area,55.8729513526071
PC1_cellid_000152941-1,Duct2 singlet,Nuclear area,47.9725693520944
PC1_cellid_000152982-1,Supported Duct2-Fibroblast,Nuclear area,36.0821181256695
PC1_cellid_000152996-1,Duct2 singlet,Nuclear area,44.0367944240236
PC1_cellid_000153035-1,Duct2 singlet,Nuclear area,47.9448605380232
PC1_cellid_000153040-1,Fibroblast singlet,Nuclear area,19.981799377955
PC1_cellid_000153092-1,Duct2 singlet,Nuclear area,32.036631271621
PC1_cellid_000153102-1,Duct2 singlet,Nuclear area,55.9819143917125
PC1_cellid_000153104-1,Supported Duct2-Fibroblast,Nuclear area,47.9452349814576
PC1_cellid_000153132-1,Duct2 singlet,Nuclear area,35.917363014987
PC1_cellid_000153150-1,Fibroblast singlet,Nuclear area,23.9999518613609
PC1_cellid_000153170-1,Supported Duct2-Fibroblast,Nuclear area,27.9907699741421
PC1_cellid_000153180-1,Fibroblast singlet,Nuclear area,28.0184787882069
PC1_cellid_000153186-1,Fibroblast singlet,Nuclear area,39.9909331265457
PC1_cellid_000153218-1,Fibroblast singlet,Nuclear area,20.0091337485897
PC1_cellid_000153220-1,Fibroblast singlet,Nuclear area,35.9454462724941
PC1_cellid_000153227-1,Fibroblast singlet,Nuclear area,35.9181119018579
PC1_cellid_000153239-1,Supported Duct2-Fibroblast,Nuclear area,15.9632724511092
PC1_cellid_000153244-1,Duct2 singlet,Nuclear area,35.9181119018576
PC1_cellid_000153247-1,Duct2 singlet,Nuclear area,35.9727806431261
PC1_cellid_000153260-1,Duct2 singlet,Nuclear area,24.0819549732682
PC1_cellid_000153277-1,Duct2 singlet,Nuclear area,35.945446272493
PC1_cellid_000153284-1,Duct2 singlet,Nuclear area,52.1000593180471
PC1_cellid_000153307-1,Supported Duct2-Fibroblast,Nuclear area,15.9632724511083
PC1_cellid_000153322-1,Supported Duct2-Fibroblast,Nuclear area,40.0452274243799
PC1_cellid_000153324-1,Fibroblast singlet,Nuclear area,23.9456575635253
PC1_cellid_000153331-1,Duct2 singlet,Nuclear area,48.0272380933661
PC1_cellid_000153332-1,Fibroblast singlet,Nuclear area,32.0092969009877
PC1_cellid_000153348-1,Duct2 singlet,Nuclear area,63.9365906900672
PC1_cellid_000153359-1,Fibroblast singlet,Nuclear area,32.0370057150542
PC1_cellid_000153364-1,Duct2 singlet,Nuclear area,27.9634356035028
PC1_cellid_000153366-1,Duct2 singlet,Nuclear area,20.0911368604962
PC1_cellid_000153371-1,Fibroblast singlet,Nuclear area,23.9175743060214
PC1_cellid_000153405-1,Supported Duct2-Fibroblast,Nuclear area,52.0727249474096
PC1_cellid_000153436-1,Fibroblast singlet,Nuclear area,31.8718761609445
PC1_cellid_000153444-1,Duct2 singlet,Nuclear area,67.8446568040679
PC1_cellid_000153460-1,Duct2 singlet,Nuclear area,91.8719430360686
PC1_cellid_000153492-1,Duct2 singlet,Nuclear area,23.9995774179332
PC1_cellid_000153494-1,Fibroblast singlet,Nuclear area,27.8814324915966
PC1_cellid_000153516-1,Fibroblast singlet,Nuclear area,20.0091337485875
PC1_cellid_000153597-1,Fibroblast singlet,Nuclear area,24.0542461592004
PC1_cellid_000153604-1,Duct2 singlet,Nuclear area,11.9997887089667
PC1_cellid_000153618-1,Duct2 singlet,Nuclear area,59.9450236904225
PC1_cellid_000153624-1,Supported Duct2-Fibroblast,Nuclear area,12.0274975230368
PC1_cellid_000153648-1,Fibroblast singlet,Nuclear area,36.0270749409635
PC1_cellid_000153655-1,Fibroblast singlet,Nuclear area,27.9907699741345
PC1_cellid_000153680-1,Fibroblast singlet,Nuclear area,19.9275050801162
PC1_cellid_000153748-1,Fibroblast singlet,Nuclear area,27.99076997414
PC1_cellid_000153752-1,Duct2 singlet,Nuclear area,59.8907293925845
PC1_cellid_000153757-1,Duct2 singlet,Nuclear area,63.9635506172771
PC1_cellid_000153768-1,Duct2 singlet,Nuclear area,68.0086630278813
PC1_cellid_000153776-1,Supported Duct2-Fibroblast,Nuclear area,36.0821181256684
PC1_cellid_000153787-1,Duct2 singlet,Nuclear area,75.8262930296236
PC1_cellid_000153824-1,Fibroblast singlet,Nuclear area,27.9630611600713
PC1_cellid_000153831-1,Supported Duct2-Fibroblast,Nuclear area,51.9903473920738
PC1_cellid_000153841-1,Supported Duct2-Fibroblast,Nuclear area,24.0819549732701
PC1_cellid_000153850-1,Duct2 singlet,Nuclear area,51.9633874648711
PC1_cellid_000153860-1,Duct2 singlet,Nuclear area,28.0450642719811
PC1_cellid_000153861-1,Fibroblast singlet,Nuclear area,16.0460244498798
PC1_cellid_000153867-1,Duct2 singlet,Nuclear area,47.8905662401884
PC1_cellid_000153868-1,Fibroblast singlet,Nuclear area,24.0272862320007
PC1_cellid_000153879-1,Duct2 singlet,Nuclear area,68.1187493972921
PC1_cellid_000153905-1,Fibroblast singlet,Nuclear area,32.0089224575569
PC1_cellid_000153909-1,Fibroblast singlet,Nuclear area,44.0360455371553
PC1_cellid_000153925-1,Duct2 singlet,Nuclear area,67.9539942866113
PC1_cellid_000153969-1,Duct2 singlet,Nuclear area,56.0358342461233
PC1_cellid_000153988-1,Duct2 singlet,Nuclear area,23.9999518613661
PC1_cellid_000154013-1,Supported Duct2-Fibroblast,Nuclear area,56.0365831329842
PC1_cellid_000154018-1,Duct2 singlet,Nuclear area,44.0637543512219
