CellID,sample,query_label,nearest_reference,distance,references_in_radius,strength,area_um2_cell,Fibroblast_program
PC1_cellid_000156887-1,PC1_A2,Fibroblast,PC1_cellid_000152982-1,41.9414621646917,83,7.20249044701672e-19,120.218808715338,0.988821762018784
PC1_cellid_000156897-1,PC1_A2,Fibroblast,PC1_cellid_000155345-1,18.5323769382453,107,9.03680812428216e-09,44.0910887218594,0.33642814740712
PC1_cellid_000156919-1,PC1_A2,Fibroblast,PC1_cellid_000152982-1,31.7588224046565,67,1.61294639465599e-14,47.9995292792959,0.146952271668533
PC1_cellid_000156940-1,PC1_A2,Fibroblast,PC1_cellid_000159706-1,8.53909069872226,200,0.000211784045535297,111.854116857456,-0.149277765595259
PC1_cellid_000156941-1,PC1_A2,Fibroblast,PC1_cellid_000157144-1,28.438400806273,70,4.46025262091696e-13,32.0089224575564,0.400209895167702
PC1_cellid_000156946-1,PC1_A2,Fibroblast,PC1_cellid_000152982-1,62.4960224573683,66,7.22476723983312e-28,84.081647404967,1.074741335458
PC1_cellid_000156947-1,PC1_A2,Fibroblast,PC1_cellid_000159334-1,6.40226369867374,198,0.00170688211432181,96.027141816093,-0.792768743092113
PC1_cellid_000156979-1,PC1_A2,Fibroblast,PC1_cellid_000157108-1,27.0178900667942,200,2.16263678119159e-12,60.0274012457615,0.295725131496384
PC1_cellid_000156993-1,PC1_A2,Fibroblast,PC1_cellid_000157679-1,9.10400088169787,200,0.000195799684379073,103.927523816601,0.00498128880599781
PC1_cellid_000156999-1,PC1_A2,Fibroblast,PC1_cellid_000157144-1,45.6999804832375,61,1.4215124019799e-20,51.990721835507,0.902834488253324
PC1_cellid_000157009-1,PC1_A2,Fibroblast,PC1_cellid_000156375-1,19.1021054315989,155,7.87453937213087e-09,63.9628017304024,-0.0975495348734049
PC1_cellid_000157018-1,PC1_A2,Fibroblast,PC1_cellid_000161224-1,14.8679544172518,83,3.79998457481343e-07,68.0363718419558,0.687980204580595
